Airline,Season,TravelDate,BestDaysBeforeTravel,LowestPrice
United,Summer,2015-06-10,45,570.49
United,Summer,2015-06-11,50,550.29
United,Summer,2015-06-12,49,548.08
United,Summer,2015-06-13,54,563.48
United,Summer,2015-06-14,44,569.36
United,Summer,2015-06-15,44,541.05
United,Summer,2016-05-15,58,524.15
United,Summer,2016-05-16,50,564.25
United,Summer,2016-05-17,57,511.39
United,Summer,2016-05-18,58,510.39
United,Summer,2016-05-19,56,536.27
United,Summer,2016-05-20,60,549.23
United,Summer,2016-05-21,55,568.92
United,Summer,2016-05-22,52,547.65
United,Summer,2016-05-23,45,549.31
United,Summer,2016-05-24,54,515.08
United,Summer,2016-05-25,52,513.35
United,Summer,2016-05-26,49,506.49
United,Summer,2016-05-27,52,589.52
United,Summer,2016-05-28,47,526.06
United,Summer,2016-05-29,57,539.38
United,Summer,2016-05-30,48,549.87
United,Summer,2016-05-31,60,554.35
United,Summer,2016-06-01,54,527.44
United,Summer,2016-06-02,55,488.58
United,Summer,2016-06-03,29,572.06
United,Summer,2016-06-04,60,557.13
United,Summer,2016-06-05,51,553.31
United,Summer,2016-06-06,45,545.31
United,Summer,2016-06-07,52,567.5
United,Summer,2016-06-08,47,556.04
United,Summer,2016-06-09,56,572.87
United,Summer,2016-06-10,46,555.73
United,Summer,2016-06-11,57,541.86
United,Summer,2016-06-12,57,571.2
United,Summer,2016-06-13,34,549.71
United,Summer,2016-06-14,58,554.91
United,Summer,2016-06-15,60,527.54
United,Summer,2017-05-15,57,584.72
United,Summer,2017-05-16,35,545.35
United,Summer,2017-05-17,51,575.99
United,Summer,2017-05-18,52,540.4
United,Summer,2017-05-19,60,554.63
United,Summer,2017-05-20,56,535.27
United,Summer,2017-05-21,44,584.89
United,Summer,2017-05-22,59,556.72
United,Summer,2017-05-23,50,567.97
United,Summer,2017-05-24,44,537.39
United,Summer,2017-05-25,57,547.8
United,Summer,2017-05-26,48,543.28
United,Summer,2017-05-27,43,588.38
United,Summer,2017-05-28,58,522.9
United,Summer,2017-05-29,46,580.53
United,Summer,2017-05-30,58,562.83
United,Summer,2017-05-31,59,563.96
United,Summer,2017-06-01,55,549.12
United,Summer,2017-06-02,56,530.94
United,Summer,2017-06-03,53,541.5
United,Summer,2017-06-04,60,569.69
United,Summer,2017-06-05,59,530.09
United,Summer,2017-06-06,43,530.18
United,Summer,2017-06-07,60,556.01
United,Summer,2017-06-08,60,550.47
United,Summer,2017-06-09,48,554.01
United,Summer,2017-06-10,47,533.29
United,Summer,2017-06-11,53,541.46
United,Summer,2017-06-12,60,547.4
United,Summer,2017-06-13,58,507.14
United,Summer,2017-06-14,60,517.51
United,Summer,2017-06-15,56,562.95
United,Summer,2018-05-15,47,562.35
United,Summer,2018-05-16,59,529.29
United,Summer,2018-05-17,47,572.2
United,Summer,2018-05-18,59,566.1
United,Summer,2018-05-19,48,570.06
United,Summer,2018-05-20,51,534.55
United,Summer,2018-05-21,54,538.28
United,Summer,2018-05-22,58,581.33
United,Summer,2018-05-23,60,549.18
United,Summer,2018-05-24,59,559.6
United,Summer,2018-05-25,51,544.56
United,Summer,2018-05-26,60,477.29
United,Summer,2018-05-27,36,537.1
United,Summer,2018-05-28,59,498.36
United,Summer,2018-05-29,59,576.21
United,Summer,2018-05-30,53,518.61
United,Summer,2018-05-31,52,558.34
United,Summer,2018-06-01,55,533.94
United,Summer,2018-06-02,59,554.7
United,Summer,2018-06-03,60,588.86
United,Summer,2018-06-04,57,559.33
United,Summer,2018-06-05,54,568.78
United,Summer,2018-06-06,44,580.72
United,Summer,2018-06-07,58,547.42
United,Summer,2018-06-08,54,549.22
United,Summer,2018-06-09,60,556.17
United,Summer,2018-06-10,58,569.86
United,Summer,2018-06-11,60,580.67
United,Summer,2018-06-12,55,569.2
United,Summer,2018-06-13,53,575.32
United,Summer,2018-06-14,59,501.36
United,Summer,2018-06-15,59,545.17
United,Summer,2019-05-15,60,576.26
United,Summer,2019-05-16,43,546.86
United,Summer,2019-05-17,28,540.2
United,Summer,2019-05-18,47,556.82
United,Summer,2019-05-19,57,534.48
United,Summer,2019-05-20,46,542.6
United,Summer,2019-05-21,42,587.42
United,Summer,2019-05-22,59,535.4
United,Summer,2019-05-23,54,558.8
United,Summer,2019-05-24,50,569.72
United,Summer,2019-05-25,52,564.72
United,Summer,2019-05-26,55,577.18
United,Summer,2019-05-27,59,538.56
United,Summer,2019-05-28,49,560.71
United,Summer,2019-05-29,59,546.91
United,Summer,2019-05-30,49,526.86
United,Summer,2019-05-31,52,547.91
United,Summer,2019-06-01,58,544.83
United,Summer,2019-06-02,59,534.92
United,Summer,2019-06-03,51,534.68
United,Summer,2019-06-04,55,524.45
United,Summer,2019-06-05,50,586.6
United,Summer,2019-06-06,58,564.64
United,Summer,2019-06-07,51,536.22
United,Summer,2019-06-08,57,537.04
United,Summer,2019-06-09,58,542.83
United,Summer,2019-06-10,57,556.26
United,Summer,2019-06-11,50,529.61
United,Summer,2019-06-12,59,558.1
United,Summer,2019-06-13,58,558.27
United,Summer,2019-06-14,58,562.76
United,Summer,2019-06-15,56,563.1
United,Summer,2020-05-15,41,584.2
United,Summer,2020-05-16,50,551.84
United,Summer,2020-05-17,57,505.18
United,Summer,2020-05-18,23,568.38
United,Summer,2020-05-19,58,537.18
United,Summer,2020-05-20,60,557.44
United,Summer,2020-05-21,52,550.91
United,Summer,2020-05-22,55,555.88
United,Summer,2020-05-23,60,540.33
United,Summer,2020-05-24,59,581.29
United,Summer,2020-05-25,9,533.14
United,Summer,2020-05-26,55,533.09
United,Summer,2020-05-27,39,564.45
United,Summer,2020-05-28,60,548.22
United,Summer,2020-05-29,56,532.93
United,Summer,2020-05-30,55,562.87
United,Summer,2020-05-31,60,575.74
United,Summer,2020-06-01,55,513.96
United,Summer,2020-06-02,57,550.53
United,Summer,2020-06-03,56,522.6
United,Summer,2020-06-04,57,509.36
United,Summer,2020-06-05,56,552.26
United,Summer,2020-06-06,53,562.31
United,Summer,2020-06-07,55,523.52
United,Summer,2020-06-08,58,548.71
United,Summer,2020-06-09,54,490.28
United,Summer,2020-06-10,43,556.13
United,Summer,2020-06-11,49,550.81
United,Summer,2020-06-12,37,553.35
United,Summer,2020-06-13,50,567.98
United,Summer,2020-06-14,55,525.62
United,Summer,2020-06-15,57,557.68
United,Summer,2021-05-15,52,557.17
United,Summer,2021-05-16,52,558.32
United,Summer,2021-05-17,60,561.78
United,Summer,2021-05-18,54,561.85
United,Summer,2021-05-19,59,553.44
United,Summer,2021-05-20,56,519.9
United,Summer,2021-05-21,54,540.37
United,Summer,2021-05-22,56,543.83
United,Summer,2021-05-23,57,557.6
United,Summer,2021-05-24,60,553.0
United,Summer,2021-05-25,60,541.23
United,Summer,2021-05-26,57,530.72
United,Summer,2021-05-27,59,544.43
United,Summer,2021-05-28,58,542.41
United,Summer,2021-05-29,58,558.74
United,Summer,2021-05-30,55,516.9
United,Summer,2021-05-31,58,516.94
United,Summer,2021-06-01,46,578.13
United,Summer,2021-06-02,56,529.74
United,Summer,2021-06-03,55,580.6
United,Summer,2021-06-04,52,505.36
United,Summer,2021-06-05,58,572.39
United,Summer,2021-06-06,52,506.14
United,Summer,2021-06-07,51,565.14
United,Summer,2021-06-08,59,581.79
United,Summer,2021-06-09,57,538.25
United,Summer,2021-06-10,60,557.18
United,Summer,2021-06-11,57,565.21
United,Summer,2021-06-12,56,527.54
United,Summer,2021-06-13,51,559.4
United,Summer,2021-06-14,55,540.64
United,Summer,2021-06-15,59,524.51
United,Summer,2022-05-15,57,534.04
United,Summer,2022-05-16,60,562.0
United,Summer,2022-05-17,60,558.6
United,Summer,2022-05-18,42,560.82
United,Summer,2022-05-19,59,522.61
United,Summer,2022-05-20,60,569.62
United,Summer,2022-05-21,59,561.93
United,Summer,2022-05-22,58,569.31
United,Summer,2022-05-23,56,572.71
United,Summer,2022-05-24,51,566.27
United,Summer,2022-05-25,44,536.22
United,Summer,2022-05-26,58,521.05
United,Summer,2022-05-27,60,537.48
United,Summer,2022-05-28,55,554.55
United,Summer,2022-05-29,60,553.95
United,Summer,2022-05-30,54,569.18
United,Summer,2022-05-31,55,554.76
United,Summer,2022-06-01,56,539.87
United,Summer,2022-06-02,53,574.5
United,Summer,2022-06-03,58,571.75
United,Summer,2022-06-04,58,583.34
United,Summer,2022-06-05,60,571.29
United,Summer,2022-06-06,53,559.33
United,Summer,2022-06-07,60,530.21
United,Summer,2022-06-08,57,572.66
United,Summer,2022-06-09,37,535.96
United,Summer,2022-06-10,38,515.78
United,Summer,2022-06-11,55,541.66
United,Summer,2022-06-12,60,549.22
United,Summer,2022-06-13,56,534.99
United,Summer,2022-06-14,44,547.26
United,Summer,2022-06-15,51,537.25
United,Summer,2023-05-15,57,549.72
United,Summer,2023-05-16,60,548.56
United,Summer,2023-05-17,55,549.34
United,Summer,2023-05-18,48,568.68
United,Summer,2023-05-19,50,579.71
United,Summer,2023-05-20,60,545.53
United,Summer,2023-05-21,57,533.63
United,Summer,2023-05-22,48,533.84
United,Summer,2023-05-23,60,571.43
United,Summer,2023-05-24,48,577.3
United,Summer,2023-05-25,55,549.65
United,Summer,2023-05-26,44,520.45
United,Summer,2023-05-27,55,556.75
United,Summer,2023-05-28,58,552.72
United,Summer,2023-05-29,44,574.71
United,Summer,2023-05-30,56,520.92
United,Summer,2023-05-31,60,549.03
United,Summer,2023-06-01,54,573.27
United,Summer,2023-06-02,55,568.0
United,Summer,2023-06-03,52,579.47
United,Summer,2023-06-04,53,525.89
United,Summer,2023-06-05,57,557.1
United,Summer,2023-06-06,56,535.62
United,Summer,2023-06-07,58,556.74
United,Summer,2023-06-08,58,528.19
United,Summer,2023-06-09,52,557.37
United,Summer,2023-06-10,55,531.37
United,Summer,2023-06-11,59,560.69
United,Summer,2023-06-12,60,541.82
United,Summer,2023-06-13,29,572.6
United,Summer,2023-06-14,53,570.64
United,Summer,2023-06-15,59,585.91
United,Summer,2024-05-15,58,563.04
United,Summer,2024-05-16,59,531.14
United,Summer,2024-05-17,58,533.5
United,Summer,2024-05-18,52,560.21
United,Summer,2024-05-19,53,513.76
United,Summer,2024-05-20,60,540.28
United,Summer,2024-05-21,60,548.81
United,Summer,2024-05-22,46,548.54
United,Summer,2024-05-23,60,578.82
United,Summer,2024-05-24,60,515.05
United,Summer,2024-05-25,60,538.62
United,Summer,2024-05-26,58,510.24
United,Summer,2024-05-27,56,557.2
United,Summer,2024-05-28,49,567.42
United,Summer,2024-05-29,57,502.84
United,Summer,2024-05-30,58,551.14
United,Summer,2024-05-31,50,545.38
United,Summer,2024-06-01,37,563.93
United,Summer,2024-06-02,56,555.09
United,Summer,2024-06-03,44,561.07
United,Summer,2024-06-04,47,565.23
United,Summer,2024-06-05,51,532.38
United,Summer,2024-06-06,48,566.0
United,Summer,2024-06-07,50,573.87
United,Summer,2024-06-08,59,573.85
United,Summer,2024-06-09,51,527.37
United,Summer,2024-06-10,48,523.88
United,Summer,2024-06-11,54,568.22
United,Summer,2024-06-12,53,551.53
United,Summer,2024-06-13,55,531.34
United,Summer,2024-06-14,22,594.68
United,Summer,2024-06-15,54,539.34
United,Fall,2015-08-23,60,558.41
United,Fall,2015-08-24,56,570.5
United,Fall,2015-08-25,60,549.72
United,Fall,2015-08-26,42,568.53
United,Fall,2015-08-27,42,585.65
United,Fall,2015-08-28,55,549.7
United,Fall,2015-08-29,59,529.45
United,Fall,2015-08-30,58,549.96
United,Fall,2015-08-31,58,526.18
United,Fall,2015-09-01,51,589.06
United,Fall,2015-09-02,53,565.39
United,Fall,2015-09-03,34,550.48
United,Fall,2015-09-04,56,564.35
United,Fall,2015-09-05,58,559.44
United,Fall,2015-09-06,56,535.83
United,Fall,2015-09-07,58,545.14
United,Fall,2015-09-08,53,527.19
United,Fall,2015-09-09,58,556.07
United,Fall,2015-09-10,55,515.11
United,Fall,2015-09-11,59,578.09
United,Fall,2015-09-12,58,515.59
United,Fall,2015-09-13,48,557.11
United,Fall,2015-09-14,37,537.19
United,Fall,2015-09-15,58,545.99
United,Fall,2015-09-16,44,573.51
United,Fall,2015-09-17,54,533.37
United,Fall,2015-09-18,49,563.87
United,Fall,2015-09-19,58,542.97
United,Fall,2015-09-20,52,564.47
United,Fall,2015-09-21,60,563.69
United,Fall,2015-09-22,59,570.54
United,Fall,2015-09-23,49,561.88
United,Fall,2016-08-23,46,561.99
United,Fall,2016-08-24,59,536.01
United,Fall,2016-08-25,57,546.26
United,Fall,2016-08-26,54,540.12
United,Fall,2016-08-27,47,564.12
United,Fall,2016-08-28,55,569.15
United,Fall,2016-08-29,60,578.37
United,Fall,2016-08-30,59,544.05
United,Fall,2016-08-31,55,553.67
United,Fall,2016-09-01,57,508.38
United,Fall,2016-09-02,60,530.24
United,Fall,2016-09-03,48,601.16
United,Fall,2016-09-04,54,540.94
United,Fall,2016-09-05,53,601.77
United,Fall,2016-09-06,57,550.09
United,Fall,2016-09-07,46,564.54
United,Fall,2016-09-08,57,572.65
United,Fall,2016-09-09,48,523.45
United,Fall,2016-09-10,58,559.41
United,Fall,2016-09-11,39,577.46
United,Fall,2016-09-12,47,547.48
United,Fall,2016-09-13,51,535.04
United,Fall,2016-09-14,52,563.17
United,Fall,2016-09-15,60,522.55
United,Fall,2016-09-16,57,547.79
United,Fall,2016-09-17,57,577.43
United,Fall,2016-09-18,60,572.8
United,Fall,2016-09-19,60,548.57
United,Fall,2016-09-20,54,535.77
United,Fall,2016-09-21,60,569.66
United,Fall,2016-09-22,55,541.5
United,Fall,2016-09-23,58,569.92
United,Fall,2017-08-23,59,534.93
United,Fall,2017-08-24,52,540.34
United,Fall,2017-08-25,58,519.91
United,Fall,2017-08-26,55,569.11
United,Fall,2017-08-27,56,569.06
United,Fall,2017-08-28,42,570.57
United,Fall,2017-08-29,53,544.76
United,Fall,2017-08-30,56,558.32
United,Fall,2017-08-31,58,545.09
United,Fall,2017-09-01,60,577.24
United,Fall,2017-09-02,56,555.94
United,Fall,2017-09-03,60,519.55
United,Fall,2017-09-04,50,587.91
United,Fall,2017-09-05,59,567.77
United,Fall,2017-09-06,60,540.64
United,Fall,2017-09-07,57,587.75
United,Fall,2017-09-08,59,577.66
United,Fall,2017-09-09,52,559.62
United,Fall,2017-09-10,53,550.49
United,Fall,2017-09-11,53,555.89
United,Fall,2017-09-12,57,539.97
United,Fall,2017-09-13,54,576.64
United,Fall,2017-09-14,60,538.05
United,Fall,2017-09-15,54,550.8
United,Fall,2017-09-16,33,554.94
United,Fall,2017-09-17,47,555.86
United,Fall,2017-09-18,55,546.01
United,Fall,2017-09-19,59,555.05
United,Fall,2017-09-20,59,561.69
United,Fall,2017-09-21,46,562.65
United,Fall,2017-09-22,57,533.98
United,Fall,2017-09-23,45,568.51
United,Fall,2018-08-23,56,537.18
United,Fall,2018-08-24,60,563.59
United,Fall,2018-08-25,55,554.29
United,Fall,2018-08-26,56,526.88
United,Fall,2018-08-27,30,556.79
United,Fall,2018-08-28,46,516.76
United,Fall,2018-08-29,40,552.82
United,Fall,2018-08-30,53,563.06
United,Fall,2018-08-31,41,527.6
United,Fall,2018-09-01,59,566.99
United,Fall,2018-09-02,57,559.44
United,Fall,2018-09-03,56,533.15
United,Fall,2018-09-04,60,538.72
United,Fall,2018-09-05,58,518.95
United,Fall,2018-09-06,58,528.49
United,Fall,2018-09-07,46,503.72
United,Fall,2018-09-08,48,542.87
United,Fall,2018-09-09,60,570.01
United,Fall,2018-09-10,44,503.9
United,Fall,2018-09-11,55,578.23
United,Fall,2018-09-12,42,534.37
United,Fall,2018-09-13,54,494.59
United,Fall,2018-09-14,57,557.16
United,Fall,2018-09-15,54,557.08
United,Fall,2018-09-16,50,550.54
United,Fall,2018-09-17,5,550.52
United,Fall,2018-09-18,59,555.57
United,Fall,2018-09-19,57,566.6
United,Fall,2018-09-20,58,580.06
United,Fall,2018-09-21,48,582.76
United,Fall,2018-09-22,52,540.67
United,Fall,2018-09-23,57,513.44
United,Fall,2019-08-23,53,548.32
United,Fall,2019-08-24,36,512.75
United,Fall,2019-08-25,53,543.42
United,Fall,2019-08-26,60,512.84
United,Fall,2019-08-27,45,557.73
United,Fall,2019-08-28,41,568.3
United,Fall,2019-08-29,55,567.99
United,Fall,2019-08-30,48,505.78
United,Fall,2019-08-31,50,566.35
United,Fall,2019-09-01,55,560.81
United,Fall,2019-09-02,42,558.99
United,Fall,2019-09-03,53,579.44
United,Fall,2019-09-04,58,492.65
United,Fall,2019-09-05,58,557.1
United,Fall,2019-09-06,44,580.98
United,Fall,2019-09-07,50,571.2
United,Fall,2019-09-08,59,535.29
United,Fall,2019-09-09,47,570.0
United,Fall,2019-09-10,58,531.15
United,Fall,2019-09-11,53,555.36
United,Fall,2019-09-12,53,542.52
United,Fall,2019-09-13,57,536.09
United,Fall,2019-09-14,54,569.84
United,Fall,2019-09-15,56,574.53
United,Fall,2019-09-16,60,519.46
United,Fall,2019-09-17,56,549.17
United,Fall,2019-09-18,46,568.64
United,Fall,2019-09-19,58,525.26
United,Fall,2019-09-20,45,586.97
United,Fall,2019-09-21,57,523.27
United,Fall,2019-09-22,35,536.66
United,Fall,2019-09-23,45,539.86
United,Fall,2020-08-23,49,529.09
United,Fall,2020-08-24,59,547.13
United,Fall,2020-08-25,43,543.07
United,Fall,2020-08-26,55,556.57
United,Fall,2020-08-27,45,570.15
United,Fall,2020-08-28,49,539.28
United,Fall,2020-08-29,60,569.3
United,Fall,2020-08-30,53,552.07
United,Fall,2020-08-31,57,563.47
United,Fall,2020-09-01,50,547.93
United,Fall,2020-09-02,55,536.24
United,Fall,2020-09-03,54,548.94
United,Fall,2020-09-04,60,539.1
United,Fall,2020-09-05,58,548.61
United,Fall,2020-09-06,58,559.93
United,Fall,2020-09-07,60,550.85
United,Fall,2020-09-08,56,552.44
United,Fall,2020-09-09,41,520.21
United,Fall,2020-09-10,46,540.75
United,Fall,2020-09-11,54,563.9
United,Fall,2020-09-12,42,526.97
United,Fall,2020-09-13,58,534.93
United,Fall,2020-09-14,56,554.11
United,Fall,2020-09-15,52,595.08
United,Fall,2020-09-16,53,544.06
United,Fall,2020-09-17,52,559.46
United,Fall,2020-09-18,59,547.99
United,Fall,2020-09-19,47,552.6
United,Fall,2020-09-20,50,565.78
United,Fall,2020-09-21,54,542.19
United,Fall,2020-09-22,60,545.56
United,Fall,2020-09-23,57,530.37
United,Fall,2021-08-23,55,539.54
United,Fall,2021-08-24,56,565.55
United,Fall,2021-08-25,58,543.97
United,Fall,2021-08-26,52,508.47
United,Fall,2021-08-27,54,538.32
United,Fall,2021-08-28,51,580.64
United,Fall,2021-08-29,59,516.89
United,Fall,2021-08-30,60,528.99
United,Fall,2021-08-31,44,574.19
United,Fall,2021-09-01,54,573.76
United,Fall,2021-09-02,57,564.65
United,Fall,2021-09-03,14,548.08
United,Fall,2021-09-04,55,541.09
United,Fall,2021-09-05,47,554.01
United,Fall,2021-09-06,58,576.54
United,Fall,2021-09-07,57,547.47
United,Fall,2021-09-08,53,561.21
United,Fall,2021-09-09,50,587.11
United,Fall,2021-09-10,58,532.04
United,Fall,2021-09-11,60,559.03
United,Fall,2021-09-12,57,540.18
United,Fall,2021-09-13,54,532.84
United,Fall,2021-09-14,60,530.11
United,Fall,2021-09-15,56,542.77
United,Fall,2021-09-16,58,567.88
United,Fall,2021-09-17,55,544.09
United,Fall,2021-09-18,57,566.83
United,Fall,2021-09-19,57,560.06
United,Fall,2021-09-20,38,543.17
United,Fall,2021-09-21,55,553.95
United,Fall,2021-09-22,57,520.23
United,Fall,2021-09-23,41,574.64
United,Fall,2022-08-23,53,510.65
United,Fall,2022-08-24,59,504.04
United,Fall,2022-08-25,51,555.29
United,Fall,2022-08-26,47,554.25
United,Fall,2022-08-27,57,492.64
United,Fall,2022-08-28,31,538.19
United,Fall,2022-08-29,60,525.16
United,Fall,2022-08-30,50,554.83
United,Fall,2022-08-31,50,556.19
United,Fall,2022-09-01,59,537.83
United,Fall,2022-09-02,60,540.34
United,Fall,2022-09-03,51,547.14
United,Fall,2022-09-04,52,555.9
United,Fall,2022-09-05,54,575.4
United,Fall,2022-09-06,55,551.13
United,Fall,2022-09-07,60,536.57
United,Fall,2022-09-08,58,557.46
United,Fall,2022-09-09,44,569.88
United,Fall,2022-09-10,56,529.34
United,Fall,2022-09-11,48,564.58
United,Fall,2022-09-12,60,560.71
United,Fall,2022-09-13,47,584.45
United,Fall,2022-09-14,47,542.44
United,Fall,2022-09-15,60,553.26
United,Fall,2022-09-16,55,560.43
United,Fall,2022-09-17,49,562.33
United,Fall,2022-09-18,43,551.53
United,Fall,2022-09-19,60,579.4
United,Fall,2022-09-20,56,534.24
United,Fall,2022-09-21,56,549.56
United,Fall,2022-09-22,57,562.88
United,Fall,2022-09-23,57,572.31
United,Fall,2023-08-23,58,572.54
United,Fall,2023-08-24,48,524.94
United,Fall,2023-08-25,57,512.88
United,Fall,2023-08-26,50,551.18
United,Fall,2023-08-27,45,564.44
United,Fall,2023-08-28,49,563.53
United,Fall,2023-08-29,52,553.57
United,Fall,2023-08-30,60,572.8
United,Fall,2023-08-31,52,542.01
United,Fall,2023-09-01,57,582.6
United,Fall,2023-09-02,54,582.91
United,Fall,2023-09-03,60,518.78
United,Fall,2023-09-04,49,574.68
United,Fall,2023-09-05,55,574.18
United,Fall,2023-09-06,56,495.42
United,Fall,2023-09-07,60,524.35
United,Fall,2023-09-08,58,514.07
United,Fall,2023-09-09,58,563.33
United,Fall,2023-09-10,56,567.52
United,Fall,2023-09-11,57,573.82
United,Fall,2023-09-12,47,544.61
United,Fall,2023-09-13,49,552.86
United,Fall,2023-09-14,49,559.72
United,Fall,2023-09-15,50,546.6
United,Fall,2023-09-16,55,552.16
United,Fall,2023-09-17,45,594.83
United,Fall,2023-09-18,60,583.59
United,Fall,2023-09-19,38,586.26
United,Fall,2023-09-20,60,486.01
United,Fall,2023-09-21,59,518.93
United,Fall,2023-09-22,58,542.08
United,Fall,2023-09-23,56,531.13
United,Fall,2024-08-23,59,547.94
United,Fall,2024-08-24,40,580.0
United,Fall,2024-08-25,52,573.46
United,Fall,2024-08-26,60,576.28
United,Fall,2024-08-27,49,554.34
United,Fall,2024-08-28,59,555.35
United,Fall,2024-08-29,58,574.29
United,Fall,2024-08-30,54,543.9
United,Fall,2024-08-31,53,544.25
United,Fall,2024-09-01,57,561.63
United,Fall,2024-09-02,49,520.01
United,Fall,2024-09-03,46,535.25
United,Fall,2024-09-04,58,556.14
United,Fall,2024-09-05,59,554.84
United,Fall,2024-09-06,58,518.72
United,Fall,2024-09-07,54,555.11
United,Fall,2024-09-08,36,564.88
United,Fall,2024-09-09,53,545.59
United,Fall,2024-09-10,57,536.36
United,Fall,2024-09-11,53,551.53
United,Fall,2024-09-12,58,510.74
United,Fall,2024-09-13,60,570.9
United,Fall,2024-09-14,56,579.78
United,Fall,2024-09-15,42,559.82
United,Fall,2024-09-16,59,536.02
United,Fall,2024-09-17,57,570.71
United,Fall,2024-09-18,50,576.43
United,Fall,2024-09-19,54,532.19
United,Fall,2024-09-20,56,576.92
United,Fall,2024-09-21,50,543.47
United,Fall,2024-09-22,53,578.25
United,Fall,2024-09-23,60,529.87
Emirates,Summer,2015-05-15,57,501.57
Emirates,Summer,2015-05-16,56,560.09
Emirates,Summer,2015-05-17,57,512.51
Emirates,Summer,2015-05-18,53,549.75
Emirates,Summer,2015-05-19,48,521.61
Emirates,Summer,2015-05-20,55,547.98
Emirates,Summer,2015-05-21,35,530.79
Emirates,Summer,2015-05-22,60,515.44
Emirates,Summer,2015-05-23,53,536.08
Emirates,Summer,2015-05-24,53,553.63
Emirates,Summer,2015-05-25,43,565.67
Emirates,Summer,2015-05-26,53,589.03
Emirates,Summer,2015-05-27,56,565.61
Emirates,Summer,2015-05-28,56,566.32
Emirates,Summer,2015-05-29,49,569.12
Emirates,Summer,2015-05-30,53,548.27
Emirates,Summer,2015-05-31,51,565.98
Emirates,Summer,2015-06-01,59,546.2
Emirates,Summer,2015-06-02,57,562.57
Emirates,Summer,2015-06-03,54,579.58
Emirates,Summer,2015-06-04,60,555.12
Emirates,Summer,2015-06-05,52,563.52
Emirates,Summer,2015-06-06,50,558.49
Emirates,Summer,2015-06-07,54,512.05
Emirates,Summer,2015-06-08,55,491.24
Emirates,Summer,2015-06-09,57,499.59
Emirates,Summer,2015-06-10,58,576.93
Emirates,Summer,2015-06-11,57,584.93
Emirates,Summer,2015-06-12,54,568.06
Emirates,Summer,2015-06-13,55,543.45
Emirates,Summer,2015-06-14,57,563.24
Emirates,Summer,2015-06-15,54,517.72
Emirates,Summer,2016-05-15,46,558.63
Emirates,Summer,2016-05-16,57,576.56
Emirates,Summer,2016-05-17,54,551.61
Emirates,Summer,2016-05-18,55,556.76
Emirates,Summer,2016-05-19,57,548.56
Emirates,Summer,2016-05-20,55,574.02
Emirates,Summer,2016-05-21,51,548.45
Emirates,Summer,2016-05-22,50,510.39
Emirates,Summer,2016-05-23,60,562.77
Emirates,Summer,2016-05-24,42,553.85
Emirates,Summer,2016-05-25,58,574.38
Emirates,Summer,2016-05-26,53,570.84
Emirates,Summer,2016-05-27,59,560.56
Emirates,Summer,2016-05-28,56,552.27
Emirates,Summer,2016-05-29,49,545.9
Emirates,Summer,2016-05-30,57,551.12
Emirates,Summer,2016-05-31,58,540.51
Emirates,Summer,2016-06-01,52,556.78
Emirates,Summer,2016-06-02,55,522.03
Emirates,Summer,2016-06-03,54,509.58
Emirates,Summer,2016-06-04,54,538.15
Emirates,Summer,2016-06-05,53,545.62
Emirates,Summer,2016-06-06,38,543.71
Emirates,Summer,2016-06-07,49,546.11
Emirates,Summer,2016-06-08,55,563.76
Emirates,Summer,2016-06-09,54,570.14
Emirates,Summer,2016-06-10,48,550.44
Emirates,Summer,2016-06-11,55,541.79
Emirates,Summer,2016-06-12,60,577.2
Emirates,Summer,2016-06-13,58,572.31
Emirates,Summer,2016-06-14,60,554.99
Emirates,Summer,2016-06-15,53,527.25
Emirates,Summer,2017-05-15,49,523.1
Emirates,Summer,2017-05-16,25,557.8
Emirates,Summer,2017-05-17,52,527.78
Emirates,Summer,2017-05-18,54,571.1
Emirates,Summer,2017-05-19,47,529.17
Emirates,Summer,2017-05-20,35,551.19
Emirates,Summer,2017-05-21,55,507.54
Emirates,Summer,2017-05-22,58,573.96
Emirates,Summer,2017-05-23,58,527.69
Emirates,Summer,2017-05-24,45,555.1
Emirates,Summer,2017-05-25,59,552.49
Emirates,Summer,2017-05-26,49,561.19
Emirates,Summer,2017-05-27,59,544.12
Emirates,Summer,2017-05-28,52,532.58
Emirates,Summer,2017-05-29,56,562.58
Emirates,Summer,2017-05-30,24,546.61
Emirates,Summer,2017-05-31,39,565.96
Emirates,Summer,2017-06-01,36,561.88
Emirates,Summer,2017-06-02,44,550.56
Emirates,Summer,2017-06-03,40,558.59
Emirates,Summer,2017-06-04,60,549.56
Emirates,Summer,2017-06-05,60,557.92
Emirates,Summer,2017-06-06,57,569.0
Emirates,Summer,2017-06-07,52,541.04
Emirates,Summer,2017-06-08,51,551.54
Emirates,Summer,2017-06-09,49,510.44
Emirates,Summer,2017-06-10,60,508.79
Emirates,Summer,2017-06-11,59,492.07
Emirates,Summer,2017-06-12,53,526.58
Emirates,Summer,2017-06-13,59,546.86
Emirates,Summer,2017-06-14,56,575.45
Emirates,Summer,2017-06-15,48,576.29
Emirates,Summer,2018-05-15,56,550.08
Emirates,Summer,2018-05-16,57,547.32
Emirates,Summer,2018-05-17,59,579.14
Emirates,Summer,2018-05-18,50,539.8
Emirates,Summer,2018-05-19,55,555.9
Emirates,Summer,2018-05-20,59,537.48
Emirates,Summer,2018-05-21,58,582.52
Emirates,Summer,2018-05-22,41,560.77
